# Pair separation r(t) for the truncated-kernel run (downsampled, stride 30)
3.996100e1,1.856065e0
3.999100e1,1.849707e0
4.002100e1,1.843244e0
4.005100e1,1.836677e0
4.008100e1,1.830006e0
4.011100e1,1.823230e0
4.014100e1,1.816348e0
4.017100e1,1.809361e0
4.020100e1,1.802268e0
4.023100e1,1.795069e0
4.026100e1,1.787763e0
4.029100e1,1.780349e0
4.032100e1,1.772829e0
4.035100e1,1.765200e0
4.038100e1,1.757463e0
4.041100e1,1.749617e0
4.044100e1,1.741662e0
4.047100e1,1.733598e0
4.050100e1,1.725423e0
4.053100e1,1.717138e0
4.056100e1,1.708742e0
4.059100e1,1.700235e0
4.062100e1,1.691616e0
4.065100e1,1.682885e0
4.068100e1,1.674041e0
4.071100e1,1.665084e0
4.074100e1,1.656014e0
4.077100e1,1.646830e0
4.080100e1,1.637531e0
4.083100e1,1.628118e0
4.086100e1,1.618590e0
4.089100e1,1.608945e0
4.092100e1,1.599185e0
4.095100e1,1.589308e0
4.098100e1,1.579315e0
4.101100e1,1.569204e0
4.104100e1,1.558975e0
4.107100e1,1.548629e0
4.110100e1,1.538163e0
4.113100e1,1.527579e0
4.116100e1,1.516876e0
4.119100e1,1.506053e0
4.122100e1,1.495111e0
4.125100e1,1.484048e0
4.128100e1,1.472865e0
4.131100e1,1.461561e0
4.134100e1,1.450137e0
4.137100e1,1.438591e0
4.140100e1,1.426924e0
4.143100e1,1.415136e0
4.146100e1,1.403227e0
4.149100e1,1.391196e0
4.152100e1,1.379044e0
4.155100e1,1.366771e0
4.158100e1,1.354376e0
4.161100e1,1.341861e0
4.164100e1,1.329226e0
4.167100e1,1.316470e0
4.170100e1,1.303595e0
4.173100e1,1.290600e0
4.176100e1,1.277488e0
4.179100e1,1.264258e0
4.182100e1,1.250911e0
4.185100e1,1.237450e0
4.188100e1,1.223874e0
4.191100e1,1.210186e0
4.194100e1,1.196387e0
4.197100e1,1.182480e0
4.200100e1,1.168465e0
4.203100e1,1.154347e0
4.206100e1,1.140127e0
4.209100e1,1.125809e0
4.212100e1,1.111395e0
4.215100e1,1.096891e0
4.218100e1,1.082299e0
4.221100e1,1.067626e0
4.224100e1,1.052875e0
4.227100e1,1.038053e0
4.230100e1,1.023167e0
4.233100e1,1.008223e0
4.236100e1,9.932134e-1
4.239100e1,9.780104e-1
4.242100e1,9.625881e-1
4.245100e1,9.469514e-1
4.248100e1,9.311060e-1
4.251100e1,9.150588e-1
4.254100e1,8.988178e-1
4.257100e1,8.823925e-1
4.260100e1,8.657939e-1
4.263100e1,8.490350e-1
4.266100e1,8.321306e-1
4.269100e1,8.150981e-1
4.272100e1,7.979577e-1
4.275100e1,7.807327e-1
4.278100e1,7.634499e-1
4.281100e1,7.461402e-1
4.284100e1,7.288394e-1
4.287100e1,7.115883e-1
4.290100e1,6.944336e-1
4.293100e1,6.774289e-1
4.296100e1,6.606350e-1
4.299100e1,6.441207e-1
4.302100e1,6.279638e-1
4.305100e1,6.122513e-1
4.308100e1,5.970797e-1
4.311100e1,5.825555e-1
4.314100e1,5.687942e-1
4.317100e1,5.559197e-1
4.320100e1,5.440623e-1
4.323100e1,5.333557e-1
4.326100e1,5.239338e-1
4.329100e1,5.159257e-1
4.332100e1,5.094504e-1
4.335100e1,5.046105e-1
4.338100e1,5.014872e-1
4.341100e1,5.001349e-1
4.344100e1,5.005773e-1
4.347100e1,5.028068e-1
4.350100e1,5.067841e-1
4.353100e1,5.124410e-1
4.356100e1,5.196852e-1
4.359100e1,5.284052e-1
4.362100e1,5.384763e-1
4.365100e1,5.497666e-1
4.368100e1,5.621415e-1
4.371100e1,5.754686e-1
4.374100e1,5.896206e-1
4.377100e1,6.044776e-1
4.380100e1,6.199282e-1
4.383100e1,6.358711e-1
4.386100e1,6.522143e-1
4.389100e1,6.688754e-1
4.392100e1,6.857813e-1
4.395100e1,7.028669e-1
4.398100e1,7.200754e-1
4.401100e1,7.373564e-1
4.404100e1,7.546664e-1
4.407100e1,7.719669e-1
4.410100e1,7.892249e-1
4.413100e1,8.064114e-1
4.416100e1,8.235013e-1
4.419100e1,8.404730e-1
4.422100e1,8.573078e-1
4.425100e1,8.739895e-1
4.428100e1,8.905043e-1
4.431100e1,9.068401e-1
4.434100e1,9.229867e-1
4.437100e1,9.389354e-1
4.440100e1,9.546789e-1
4.443100e1,9.702106e-1
4.446100e1,9.855255e-1
4.449100e1,1.000619e0
4.452100e1,1.015582e0
4.455100e1,1.030492e0
4.458100e1,1.045341e0
4.461100e1,1.060122e0
4.464100e1,1.074828e0
4.467100e1,1.089455e0
4.470100e1,1.103998e0
4.473100e1,1.118451e0
4.476100e1,1.132812e0
4.479100e1,1.147075e0
4.482100e1,1.161239e0
4.485100e1,1.175300e0
4.488100e1,1.189255e0
4.491100e1,1.203103e0
4.494100e1,1.216841e0
4.497100e1,1.230467e0
4.500100e1,1.243980e0
4.503100e1,1.257379e0
4.506100e1,1.270661e0
4.509100e1,1.283827e0
4.512100e1,1.296875e0
4.515100e1,1.309804e0
4.518100e1,1.322614e0
4.521100e1,1.335304e0
4.524100e1,1.347874e0
4.527100e1,1.360323e0
4.530100e1,1.372652e0
4.533100e1,1.384859e0
4.536100e1,1.396945e0
4.539100e1,1.408909e0
4.542100e1,1.420752e0
4.545100e1,1.432474e0
4.548100e1,1.444075e0
4.551100e1,1.455554e0
4.554100e1,1.466913e0
4.557100e1,1.478151e0
4.560100e1,1.489268e0
4.563100e1,1.500265e0
4.566100e1,1.511142e0
4.569100e1,1.521899e0
4.572100e1,1.532537e0
4.575100e1,1.543056e0
4.578100e1,1.553456e0
4.581100e1,1.563738e0
4.584100e1,1.573902e0
4.587100e1,1.583949e0
4.590100e1,1.593878e0
4.593100e1,1.603691e0
4.596100e1,1.613387e0
4.599100e1,1.622968e0
4.602100e1,1.632433e0
4.605100e1,1.641783e0
4.608100e1,1.651018e0
4.611100e1,1.660139e0
4.614100e1,1.669147e0
4.617100e1,1.678041e0
4.620100e1,1.686823e0
4.623100e1,1.695492e0
4.626100e1,1.704049e0
4.629100e1,1.712494e0
4.632100e1,1.720829e0
4.635100e1,1.729053e0
4.638100e1,1.737166e0
4.641100e1,1.745170e0
4.644100e1,1.753064e0
4.647100e1,1.760849e0
4.650100e1,1.768526e0
4.653100e1,1.776094e0
4.656100e1,1.783555e0
4.659100e1,1.790909e0
4.662100e1,1.798155e0
4.665100e1,1.805295e0
4.668100e1,1.812328e0
4.671100e1,1.819256e0
4.674100e1,1.826079e0
4.677100e1,1.832796e0
4.680100e1,1.839409e0
4.683100e1,1.845917e0
4.686100e1,1.852321e0
4.689100e1,1.858622e0
4.692100e1,1.864819e0
4.695100e1,1.870913e0
4.698100e1,1.876905e0
4.701100e1,1.882795e0
4.704100e1,1.888582e0
4.707100e1,1.894268e0
4.710100e1,1.899852e0
4.713100e1,1.905336e0
4.716100e1,1.910719e0
4.719100e1,1.916001e0
4.722100e1,1.921183e0
4.725100e1,1.926265e0
4.728100e1,1.931248e0
4.731100e1,1.936131e0
4.734100e1,1.940915e0
4.737100e1,1.945601e0
4.740100e1,1.950187e0
4.743100e1,1.954676e0
4.746100e1,1.959066e0
4.749100e1,1.963359e0
4.752100e1,1.967554e0
4.755100e1,1.971652e0
4.758100e1,1.975652e0
4.761100e1,1.979556e0
4.764100e1,1.983363e0
4.767100e1,1.987073e0
4.770100e1,1.990687e0
4.773100e1,1.994205e0
4.776100e1,1.997627e0
4.779100e1,2.000953e0
4.782100e1,2.004184e0
4.785100e1,2.007319e0
4.788100e1,2.010359e0
4.791100e1,2.013304e0
4.794100e1,2.016154e0
4.797100e1,2.018909e0
4.800100e1,2.021570e0
4.803100e1,2.024136e0
4.806100e1,2.026608e0
4.809100e1,2.028986e0
4.812100e1,2.031269e0
4.815100e1,2.033459e0
4.818100e1,2.035554e0
4.821100e1,2.037556e0
4.824100e1,2.039465e0
4.827100e1,2.041280e0
4.830100e1,2.043001e0
4.833100e1,2.044629e0
4.836100e1,2.046164e0
4.839100e1,2.047605e0
4.842100e1,2.048954e0
4.845100e1,2.050209e0
4.848100e1,2.051372e0
4.851100e1,2.052441e0
4.854100e1,2.053418e0
4.857100e1,2.054302e0
4.860100e1,2.055093e0
4.863100e1,2.055792e0
4.866100e1,2.056398e0
4.869100e1,2.056911e0
4.872100e1,2.057331e0
4.875100e1,2.057659e0
4.878100e1,2.057895e0
4.881100e1,2.058038e0
4.884100e1,2.058088e0
4.887100e1,2.058046e0
4.890100e1,2.057911e0
4.893100e1,2.057683e0
4.896100e1,2.057363e0
4.899100e1,2.056951e0
4.902100e1,2.056446e0
4.905100e1,2.055848e0
4.908100e1,2.055157e0
4.911100e1,2.054374e0
4.914100e1,2.053498e0
4.917100e1,2.052530e0
4.920100e1,2.051468e0
4.923100e1,2.050314e0
4.926100e1,2.049066e0
4.929100e1,2.047726e0
4.932100e1,2.046292e0
4.935100e1,2.044765e0
4.938100e1,2.043146e0
4.941100e1,2.041432e0
4.944100e1,2.039626e0
4.947100e1,2.037725e0
4.950100e1,2.035731e0
4.953100e1,2.033644e0
4.956100e1,2.031462e0
4.959100e1,2.029187e0
4.962100e1,2.026817e0
4.965100e1,2.024354e0
4.968100e1,2.021796e0
4.971100e1,2.019143e0
4.974100e1,2.016396e0
4.977100e1,2.013555e0
4.980100e1,2.010618e0
4.983100e1,2.007586e0
4.986100e1,2.004459e0
4.989100e1,2.001237e0
4.992100e1,1.997919e0
4.995100e1,1.994505e0
4.998100e1,1.990995e0
5.001100e1,1.987390e0
5.004100e1,1.983688e0
5.007100e1,1.979889e0
5.010100e1,1.975994e0
5.013100e1,1.972002e0
5.016100e1,1.967913e0
5.019100e1,1.963726e0
5.022100e1,1.959442e0
5.025100e1,1.955060e0
5.028100e1,1.950580e0
5.031100e1,1.946002e0
5.034100e1,1.941325e0
5.037100e1,1.936549e0
5.040100e1,1.931674e0
5.043100e1,1.926700e0
5.046100e1,1.921627e0
5.049100e1,1.916453e0
5.052100e1,1.911180e0
5.055100e1,1.905806e0
5.058100e1,1.900331e0
5.061100e1,1.894755e0
5.064100e1,1.889078e0
5.067100e1,1.883300e0
5.070100e1,1.877419e0
5.073100e1,1.871436e0
5.076100e1,1.865351e0
5.079100e1,1.859162e0
5.082100e1,1.852871e0
5.085100e1,1.846475e0
5.088100e1,1.839976e0
5.091100e1,1.833373e0
5.094100e1,1.826664e0
5.097100e1,1.819851e0
5.100100e1,1.812932e0
5.103100e1,1.805908e0
5.106100e1,1.798777e0
5.109100e1,1.791540e0
5.112100e1,1.784196e0
5.115100e1,1.776745e0
5.118100e1,1.769186e0
5.121100e1,1.761518e0
5.124100e1,1.753742e0
5.127100e1,1.745858e0
5.130100e1,1.737863e0
5.133100e1,1.729759e0
5.136100e1,1.721545e0
5.139100e1,1.713220e0
5.142100e1,1.704785e0
5.145100e1,1.696237e0
5.148100e1,1.687578e0
5.151100e1,1.678806e0
5.154100e1,1.669922e0
5.157100e1,1.660924e0
5.160100e1,1.651812e0
5.163100e1,1.642587e0
5.166100e1,1.633247e0
5.169100e1,1.623792e0
5.172100e1,1.614221e0
5.175100e1,1.604535e0
5.178100e1,1.594732e0
5.181100e1,1.584813e0
5.184100e1,1.574777e0
5.187100e1,1.564623e0
5.190100e1,1.554351e0
5.193100e1,1.543961e0
5.196100e1,1.533453e0
5.199100e1,1.522825e0
5.202100e1,1.512078e0
5.205100e1,1.501211e0
5.208100e1,1.490225e0
5.211100e1,1.479118e0
5.214100e1,1.467891e0
5.217100e1,1.456543e0
5.220100e1,1.445074e0
5.223100e1,1.433483e0
5.226100e1,1.421772e0
5.229100e1,1.409939e0
5.232100e1,1.397985e0
5.235100e1,1.385910e0
5.238100e1,1.373713e0
5.241100e1,1.361396e0
5.244100e1,1.348957e0
5.247100e1,1.336397e0
5.250100e1,1.323718e0
5.253100e1,1.310918e0
5.256100e1,1.297999e0
5.259100e1,1.284961e0
5.262100e1,1.271806e0
5.265100e1,1.258533e0
5.268100e1,1.245145e0
5.271100e1,1.231642e0
5.274100e1,1.218025e0
5.277100e1,1.204297e0
5.280100e1,1.190459e0
5.283100e1,1.176512e0
5.286100e1,1.162461e0
5.289100e1,1.148306e0
5.292100e1,1.134050e0
5.295100e1,1.119698e0
5.298100e1,1.105253e0
5.301100e1,1.090718e0
5.304100e1,1.076098e0
5.307100e1,1.061398e0
5.310100e1,1.046623e0
5.313100e1,1.031780e0
5.316100e1,1.016876e0
5.319100e1,1.001916e0
5.322100e1,9.868432e-1
5.325100e1,9.715498e-1
5.328100e1,9.560390e-1
5.331100e1,9.403161e-1
5.334100e1,9.243872e-1
5.337100e1,9.082598e-1
5.340100e1,8.919424e-1
5.343100e1,8.754451e-1
5.346100e1,8.587797e-1
5.349100e1,8.419599e-1
5.352100e1,8.250017e-1
5.355100e1,8.079234e-1
5.358100e1,7.907466e-1
5.361100e1,7.734960e-1
5.364100e1,7.562000e-1
5.367100e1,7.388915e-1
5.370100e1,7.216083e-1
5.373100e1,7.043936e-1
5.376100e1,6.872969e-1
5.379100e1,6.703747e-1
5.382100e1,6.536910e-1
5.385100e1,6.373184e-1
5.388100e1,6.213383e-1
5.391100e1,6.058418e-1
5.394100e1,5.909296e-1
5.397100e1,5.767119e-1
5.400100e1,5.633079e-1
5.403100e1,5.508444e-1
5.406100e1,5.394534e-1
5.409100e1,5.292694e-1
5.412100e1,5.204247e-1
5.415100e1,5.130448e-1
5.418100e1,5.072426e-1
5.421100e1,5.031124e-1
5.424100e1,5.007247e-1
5.427100e1,5.001213e-1
5.430100e1,5.013130e-1
5.433100e1,5.042788e-1
5.436100e1,5.089667e-1
5.439100e1,5.152981e-1
5.442100e1,5.231720e-1
5.445100e1,5.324705e-1
5.448100e1,5.430654e-1
5.451100e1,5.548232e-1
5.454100e1,5.676097e-1
5.457100e1,5.812944e-1
5.460100e1,5.957528e-1
5.463100e1,6.108685e-1
5.466100e1,6.265343e-1
5.469100e1,6.426528e-1
5.472100e1,6.591360e-1
5.475100e1,6.759055e-1
5.478100e1,6.928917e-1
5.481100e1,7.100330e-1
5.484100e1,7.272753e-1
5.487100e1,7.445713e-1
5.490100e1,7.618796e-1
5.493100e1,7.791641e-1
5.496100e1,7.963935e-1
5.499100e1,8.135405e-1
5.502100e1,8.305815e-1
5.505100e1,8.474963e-1
5.508100e1,8.642670e-1
5.511100e1,8.808787e-1
5.514100e1,8.973181e-1
5.517100e1,9.135742e-1
5.520100e1,9.296374e-1
5.523100e1,9.454994e-1
5.526100e1,9.611533e-1
5.529100e1,9.765933e-1
5.532100e1,9.918144e-1
5.535100e1,1.006832e0
5.538100e1,1.021775e0
5.541100e1,1.036661e0
5.544100e1,1.051483e0
5.547100e1,1.066235e0
5.550100e1,1.080910e0
5.553100e1,1.095504e0
5.556100e1,1.110011e0
5.559100e1,1.124427e0
5.562100e1,1.138749e0
5.565100e1,1.152972e0
5.568100e1,1.167094e0
5.571100e1,1.181113e0
5.574100e1,1.195025e0
5.577100e1,1.208828e0
5.580100e1,1.222521e0
5.583100e1,1.236101e0
5.586100e1,1.249568e0
5.589100e1,1.262919e0
5.592100e1,1.276154e0
5.595100e1,1.289272e0
5.598100e1,1.302272e0
5.601100e1,1.315152e0
5.604100e1,1.327914e0
5.607100e1,1.340555e0
5.610100e1,1.353076e0
5.613100e1,1.365476e0
5.616100e1,1.377755e0
5.619100e1,1.389912e0
5.622100e1,1.401949e0
5.625100e1,1.413864e0
5.628100e1,1.425657e0
5.631100e1,1.437330e0
5.634100e1,1.448881e0
5.637100e1,1.460311e0
5.640100e1,1.471621e0
5.643100e1,1.482809e0
5.646100e1,1.493878e0
5.649100e1,1.504826e0
5.652100e1,1.515654e0
5.655100e1,1.526362e0
5.658100e1,1.536952e0
5.661100e1,1.547422e0
5.664100e1,1.557774e0
5.667100e1,1.568008e0
5.670100e1,1.578124e0
5.673100e1,1.588123e0
5.676100e1,1.598005e0
5.679100e1,1.607770e0
5.682100e1,1.617419e0
5.685100e1,1.626953e0
5.688100e1,1.636371e0
5.691100e1,1.645675e0
5.694100e1,1.654863e0
5.697100e1,1.663938e0
5.700100e1,1.672900e0
5.703100e1,1.681748e0
5.706100e1,1.690484e0
5.709100e1,1.699107e0
5.712100e1,1.707619e0
5.715100e1,1.716019e0
5.718100e1,1.724309e0
5.721100e1,1.732488e0
5.724100e1,1.740557e0
5.727100e1,1.748516e0
5.730100e1,1.756366e0
5.733100e1,1.764107e0
5.736100e1,1.771740e0
5.739100e1,1.779264e0
5.742100e1,1.786681e0
5.745100e1,1.793991e0
5.748100e1,1.801194e0
5.751100e1,1.808291e0
5.754100e1,1.815282e0
5.757100e1,1.822167e0
5.760100e1,1.828947e0
5.763100e1,1.835621e0
5.766100e1,1.842192e0
5.769100e1,1.848658e0
5.772100e1,1.855020e0
5.775100e1,1.861279e0
5.778100e1,1.867434e0
5.781100e1,1.873487e0
5.784100e1,1.879437e0
5.787100e1,1.885286e0
5.790100e1,1.891032e0
5.793100e1,1.896677e0
5.796100e1,1.902220e0
5.799100e1,1.907663e0
5.802100e1,1.913005e0
5.805100e1,1.918247e0
5.808100e1,1.923388e0
5.811100e1,1.928430e0
5.814100e1,1.933373e0
5.817100e1,1.938216e0
5.820100e1,1.942960e0
5.823100e1,1.947606e0
5.826100e1,1.952153e0
5.829100e1,1.956602e0
5.832100e1,1.960952e0
5.835100e1,1.965206e0
5.838100e1,1.969361e0
5.841100e1,1.973420e0
5.844100e1,1.977381e0
5.847100e1,1.981246e0
5.850100e1,1.985014e0
5.853100e1,1.988685e0
5.856100e1,1.992261e0
5.859100e1,1.995740e0
5.862100e1,1.999123e0
5.865100e1,2.002411e0
5.868100e1,2.005603e0
5.871100e1,2.008700e0
5.874100e1,2.011702e0
5.877100e1,2.014608e0
5.880100e1,2.017420e0
5.883100e1,2.020137e0
5.886100e1,2.022760e0
5.889100e1,2.025288e0
5.892100e1,2.027722e0
5.895100e1,2.030062e0
5.898100e1,2.032308e0
5.901100e1,2.034460e0
5.904100e1,2.036518e0
5.907100e1,2.038482e0
5.910100e1,2.040353e0
5.913100e1,2.042130e0
5.916100e1,2.043814e0
5.919100e1,2.045405e0
5.922100e1,2.046902e0
5.925100e1,2.048306e0
5.928100e1,2.049617e0
5.931100e1,2.050836e0
5.934100e1,2.051961e0
5.937100e1,2.052993e0
5.940100e1,2.053933e0
5.943100e1,2.054780e0
5.946100e1,2.055534e0
5.949100e1,2.056195e0
5.952100e1,2.056764e0
5.955100e1,2.057240e0
5.958100e1,2.057623e0
5.961100e1,2.057914e0
5.964100e1,2.058113e0
5.967100e1,2.058219e0
5.970100e1,2.058232e0
5.973100e1,2.058153e0
5.976100e1,2.057981e0
5.979100e1,2.057716e0
5.982100e1,2.057359e0
5.985100e1,2.056910e0
5.988100e1,2.056368e0
5.991100e1,2.055733e0
5.994100e1,2.055005e0
5.997100e1,2.054185e0
6.000100e1,2.053272e0
